word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
BFFL,7659315036,2010-01-12,can't wait for day of shopping at target. super bffl hanging out time.,102239224,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,7659626671,2010-01-12,"@Ces_see I'm telling you ces, you give those psl girls an identity, I help cause ur my bffl x3",27393721,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,7659669336,2010-01-12,"matt, we're not bffl's right now",19278078,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,7660770393,2010-01-12,bffl just called me & told me he got hit by a car.... I started laughing. ]: i'm such a bad friend! hahahaahahhaahah!,21543270,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,7662202360,2010-01-12,@so0jackiie yeaaa she does lol . she was leme find out jackie got jokes lol. So what's happenin yo new bffl :),28469895,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,7662368404,2010-01-12,at home hoping my bffl is getting better after coming out of hospital.. get better soon ashley...,95382014,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,7664303529,2010-01-12,"It's been 28 days since my last tweet. You know what that means, Twitter? We've successfully synchronized our menstrual cycles. BFFL!",93161617,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8833053941,2010-02-09,Skool 2morrow? im thinkin no..bffl baseball game 2morrow? definently!!; ask me anything http://lnk.ms/4CCXy,68069092,"""Best Friend For Life""; a very close lifelong friend",social,sports_discussion,false,Social review override: sports_discussion
BFFL,8833269468,2010-02-09,@nitelife19 dude..youre my bffl BIOTCH! haha,44229243,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8833368648,2010-02-09,"@Xoxotiffeh honey what happend?
&lt;ENL&CRD=BFFL&gt;",35092701,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8833766618,2010-02-09,"@Xoxotiffeh please talk
&lt;ENL&CRD=BFFL&gt;",35092701,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8833800378,2010-02-09,"@Xoxotiffeh U DO NOT!
&lt;ENL&CRD=BFFL&gt;",35092701,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8833843750,2010-02-09,"Not a good day today. Tough homework, and my BFFL is having a rough day. I hope tomorrow will be better...",93687410,"""Best Friend For Life""; a very close lifelong friend",social,work_school,false,Social review override: work_school
BFFL,8834391789,2010-02-09,@myheart4Bieber I LUV MY BFFL @myheart4Bieber SHE IS MY BABY luvv uuuu &lt;3 :) :),99336108,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8834709779,2010-02-09,doing my hair and finding out as much gossip i can for my bffl! lolllll,89052645,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8834841892,2010-02-09,@LouMonsterr Always...No matter what happens I'll always be your BFFL. Yep thats it...XD,74588796,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8835027049,2010-02-09,RT @iLUVTAMi: @ACE1ey where u at BFFL?! You been MIA betta not be ova there off whitelock cuh!!~ mmmm ;- / she been booed up,58973546,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8998850135,2010-02-12,@KiMii8595 http://twitpic.com/12q9tm - looking sexy kimmy lol love you leon and geoffrey lol two bffl's right here lol lysfm,70284890,"""Best Friend For Life""; a very close lifelong friend",social,compliment,false,Social review override: compliment
BFFL,8998916909,2010-02-12,@WYRJonas ugh that's so sad. i'm so emotional right now i just started crying for you :( lol...that's tough man. my dog is my bffl ..:(,95327624,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8998991493,2010-02-12,just heard #makeawave amazing! i love you both @joejonas @ddlovato your such awesome bffl :) so cutee.,26291502,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8999528113,2010-02-12,@ilyewjb thanx so much your one of my Twitter bffl,47054219,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,8999551564,2010-02-12,"my best friend called me his ""bffl"" lmao pronounced ""biffle"" lmao",15622097,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9000542285,2010-02-12,@kieran_bffl i no aye the stupid chick is a dumb bitch cuz jeremy said they finnish like 1:30 or something :L,106598511,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9001107862,2010-02-12,"i hate girls that start fights with you, then 5 seconds later they want to be BFFL.",72234679,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9001323186,2010-02-12,Dude yeah that's what you wanna win- dinner with a celebrity because you both can't stay hard enough to fuck. Real ice breaker. Bffl.,29178943,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9001706250,2010-02-12,"@suboi not gonna lie, sometimes I wish I was :$ @lozelescala, I've got friendship photos tomorrow :(((( I'll try for next time bffl.",26980202,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9001824868,2010-02-12,Aww man ppl kno true colors ily nish and her bffl jas and jazz!!,106157418,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9420524769,2010-02-21,@Rosi22 oh good! I was freakn! Dito bffl! Dito! We had some great times:) i miss them!,35040415,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9420528011,2010-02-21,I'm feelin saucey w.out my bffl @JessXkaRabbXt :(,56275016,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9420912761,2010-02-21,I is hanging out with my bffl at her b-day party!!! :],45283027,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9421917543,2010-02-21,Wish the northern downpour was sending its love soon&lt;3 i miss the rain~Rain's my BFFL&lt;3,108789227,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9424052043,2010-02-21,My BFFL is soo sad ! yesterday when she were going to DM @justinbieber she clicked on BLOCK in misstake & jb doesnt follow her anymore ;(((,96175789,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,Social review override: celebrity_gossip | Darwin audit: casual_conversation
BFFL,9424392031,2010-02-21,"Having fun with my bffl today (': aw, its so much fuuun",108891803,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9424421468,2010-02-21,OFC IM GONNA MISS MY BFFL @LOVEB1EBER but im gonna talk to her through the phone so yeah ;) ♥,96175789,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9424508542,2010-02-21,@lost_girl95 I'm not going to tell her anything... I promise...! we are BFFL... talk on MSN.,28089314,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9424808688,2010-02-21,Bffl jodes is taking a race on dave. Go gurl,24046256,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9425473449,2010-02-21,my bffl's parents are stopping her from talkin to me and seeing me again ='(: http://chatter.com/a/23y3r,94392122,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9696235871,2010-02-26,"Posted a new video: ""Cheat On My BFFL (Unplugged In Studio)"" http://www.reverbnation.com/c./poni/9012213",43893567,"""Best Friend For Life""; a very close lifelong friend",social,music_discussion,false,Social review override: music_discussion
BFFL,9696477176,2010-02-26,bored///// as usaul math sucked today excpt I now sit by my bffl......that was random!,117853572,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9696499501,2010-02-26,@katiiee_b @Jasminee_6 gurliiee i realli miss yooh and @katiiee_b no jokeess its likee boring on twitter BFFL XD love u guysss x,98958515,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9696568978,2010-02-26,talking to my bffl,117856125,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9696643957,2010-02-26,@apollobang13 ii haven't talked to you n forever wtf is up with that bffl,25542397,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9696815225,2010-02-26,Movies tonight with my bffl.... Boner afterwards &lt;3,93122673,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9696981191,2010-02-26,"urgle i hate homework over the weekends! :C *is saddened* I might miss my bffl's play bc of homework, home life shit, and other stuff *tear*",27512988,"""Best Friend For Life""; a very close lifelong friend",social,work_school,false,Social review override: work_school
BFFL,9697055801,2010-02-26,"Hmm....okay i guess, jc and listeing to music :) carl is my bffl oh and dont forger ryan haaaaaaaaaaa",23215374,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9697132611,2010-02-26,my bffl just got her puppy ill tweet a pic maybeeee,26935728,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9697679697,2010-02-26,and the brains behind the Madness of @JukeboxElitists u ask? #ff @kumondieu my BFFL and my mijo @salvadylan,11191312,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9959727204,2010-03-04,@thebcruzmorale muh bffl has a twitter!? &lt;3 =],83306471,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9961679284,2010-03-04,My BFFL's BF is texting me....#smh,27997941,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962224453,2010-03-04,@Cassadeeseyes loves you too bffl -small smile-,105050767,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962481735,2010-03-04,@vidazzle its beach body time bffl!!!!,39339818,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962530564,2010-03-04,@Cassadeeseyes thank you bffl! -hugs-,105050767,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962578729,2010-03-04,@Petes_Grr -hugs back- you are very welcome bffl!,97310727,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962651825,2010-03-04,My bffl is @lizasuge,82038247,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962690526,2010-03-04,Awww I finally made myy bffl love @justinbieber I feel soo accomplished :),46206522,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,Social review override: celebrity_gossip | Darwin audit: casual_conversation
BFFL,9962818095,2010-03-04,@vidazzle thnx bffl!!!,39339818,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,9962917137,2010-03-04,Late dindin w/ the bffl ;),19060297,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10149721251,2010-03-08,RT @hecallsmeBELLA Pretty sunny days really makes me sad. :/ it reminds me of spending my summer days w| my bffl @theyprefer_ME :(,55970043,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10150076474,2010-03-08,Fyi idk bffl bff ftr afk RT @wencg: @brrbrr_ lol lmao rolf ftw btw idk asap brb,29124219,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10150089041,2010-03-08,I &lt;3 my BFFL!,73239586,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10150163673,2010-03-08,YESSSSS!!!!! Just registered to get presale tickets for vans warped tour on march 26. gonna go with my bffl!!!!! cant wait!!!!(-:,38679241,"""Best Friend For Life""; a very close lifelong friend",social,music_discussion,false,Social review override: music_discussion
BFFL,10151295974,2010-03-08,@biebscanada omg u looked tht up to my bffl tld me tht and ughh i almost puked,93413973,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10151377733,2010-03-08,soooo you've been gone for 3 hours + on the way back for 30mins now [& you're all of 15mins away] seems very BFFL of you,21636642,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10151406097,2010-03-08,@biebscanada idk my bffl found it too,93413973,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10151518696,2010-03-08,I know I'm Late but happy cday BffL @Cday_MaRcH7tH_,37242656,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10152141362,2010-03-08,@LiLVAMPiRE05 haha x) st your services bffl! =D,37306014,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10152157357,2010-03-08,http://twitpic.com/17aiiq - it's official: @katelynfoster + @drewcrowson = bffl. best friends for life.,18569438,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10176767793,2010-03-08,I miss by bffl @thuperbritt,95731554,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10178126981,2010-03-08,RT @PositiveP: Nooooooooooooooo! RT @lil_may: Sundays like this one remind me why I moved back to California:) thank you bffl!,38971778,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10178686999,2010-03-08,In starbucks with the BFFL! :),116204436,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10178858280,2010-03-08,Lydia:Hi sara don't cha think becca is a pure bitch! Lydia: hi becca love you bffl!,22671409,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10178867994,2010-03-08,@ home missing my bffl at schooll man  l0ve jusin bieber,121169414,"""Best Friend For Life""; a very close lifelong friend",social,work_school,false,
BFFL,10179540056,2010-03-08,Work til 12. Then errands with my bffl. Goodmorning loves!,28343053,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10180005292,2010-03-08,Happy Birthday my bffl @JackieHelwig hope you have an Itchy day.,34717021,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10180550653,2010-03-08,"@justinbieber should follow me, cause I'm his secret, closet, bffl. :P",56798809,"""Best Friend For Life""; a very close lifelong friend",social,celebrity_gossip,false,Social review override: celebrity_gossip
BFFL,10180865439,2010-03-08,"@jennettemccurdy Jennette, Ur amazing and me and my bffl are big fans! Ahh your like my favvoorritteee celeb (besides tay) (no offence) lol",98459647,"""Best Friend For Life""; a very close lifelong friend",social,celebrity_gossip,false,Social review override: celebrity_gossip
BFFL,10181287206,2010-03-08,@markman641 @Follow me and I'll be your bffl!! Haha.,20489193,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10358249034,2010-03-12,"dear skype, stop disconnecting me from my BFFL. kthx.",17243918,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10358479911,2010-03-12,"@JuJu_JuSe @CA271293 That should be bffl. Or bfffl(?) - either way, food is that. I heart food.",41577777,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10358727340,2010-03-12,my bffl hasn&#39;t got on so im gonna go to sleep,105446019,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10358943850,2010-03-12,@cerajayne noodles' lipstick on lolas big legs? bffl! ;),19547015,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10359017750,2010-03-12,One more week until spring break. soooo excited to see @fredtheviolin! :) miss my bffl so much!,18522362,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10359098261,2010-03-12,excited to see @jeremyethanertl @ad2008am and @NateL907 this weekend!! and of course my bffl @megs2814 :),19046647,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10360045466,2010-03-12,My bffl returns to NY & maybe she'll put me in a good mood,20093357,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10361740451,2010-03-12,@BieberGroupie yes!!!! My co-owner/bffl cant go to bed now!!!!,112623608,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10363444982,2010-03-12,@JESSiBBYx comes home tomorrow!!! I've missed my bffl so much,20093357,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10364220224,2010-03-12,@jordanricqui is the same age as my bffl @lemongetscrazy :D@happybirthdayjordan,112407738,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10364607668,2010-03-12,there is no such thing as a BFFL. nothing lasts forever.,47569254,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10367383909,2010-03-12,@weebabess Nah. I'm serious. NO ONE TELLS ME TO PISS OFF. Gonna get my big BFFL security guard I met in Aussie on his ass. &gt;:),17038623,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10367437251,2010-03-12,"morning twitopia! happy birthday to 3 amazing people: my BFFL's Amanda and Megan, and @TCnKass_Besties! Hope your day's great! #SpankThat",29477467,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10367814743,2010-03-12,yaay for phone conversations with my bffl @JessAgus :),56046583,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10367952020,2010-03-12,@irapeandy i thought u were tryin to say bffl.,121700174,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10368694656,2010-03-12,"There is one person that knows me better than anyone & while this person isn't my BFFL or number two, he's still fucking special to me.",20482868,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10495946070,2010-03-15,"@ohaiijackjones kcool, thanks bffl love you too",39931988,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10496310318,2010-03-15,"@I_CandyLMoniQue is lucky I'm such a good bffl , lettin her sleepover since I have electricity and she doesn't lol",92796302,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10496363944,2010-03-15,Y she cakin with my bf bffl so weird lmao,78747231,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10496482455,2010-03-15,now i think im gonna go to my bffl's house and get my stuff. lets hope my dad wants to give me a ride.,35019097,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10496596151,2010-03-15,"Hey now!&gt;RT @nicoleysabel: @I_CandyLMoniQue is lucky I'm such a good bffl, lettin her sleepover since I have electricity and she doesn't lol",50371890,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10497128649,2010-03-15,My BFFL #TODD,36220934,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10497186996,2010-03-15,i need to talk to my bffl sumtime soon. birthday in 3days:). mmk. peace. leave me questions formspring.me/enderseric,95069741,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10497359195,2010-03-15,OMG CANT WAIT TILL TUESDAY GUNNA HANG OUT WITH MI BFFL BIANCA RIDE BIKES SOOOO AWSOME,123117567,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10497425647,2010-03-15,Folloe @LauMallory because she is AMAZIING annd i loove heer and shes my BFFL!!,70858026,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10858291777,2010-03-22,"@AlecMarshall Night night, BFFL! :)",25927812,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10858331807,2010-03-22,i love mee BFFL! &lt;3,79656772,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10858659120,2010-03-22,Q:itsz a date with ur bestfriend  A:yes it bestfriend. bffl http://formspring.me/bangbangchristy/q/341123742,27738621,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10858958232,2010-03-22,; i&#39;m in the state where you&#39;re awake but asleeep.. ever been there?(:          i&#39;m wif mah bffl kaylie(:              celll?,76536634,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10858962688,2010-03-22,@bieberinmypants LOL I CANT TALK  SAME ITH ME AND ME GETTING 2 MEET JUSTIN BIEBER WITH MY BFFL,120276373,"""Best Friend For Life""; a very close lifelong friend",social,celebrity_gossip,false,
BFFL,10859128228,2010-03-22,@9th_Wonders  I WILL YELL AT YOU! YOU DONT SAY THAT ABOUT MY BFFL! YOUR TREATING HIM IN THE SAME MANOR AS IAM YOU!,97979370,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10859440695,2010-03-22,"i always write tweets to the wrong person, sorry bffl xx",31411559,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10860039033,2010-03-22,@iamKaylaHolmes how'd  ya knw she was n it before? & idk buh shes missing out.idc life goes on.i got my new bffl which is @_chassidyrofl,110076878,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10860388592,2010-03-22,@erikaluvsjustin LOL I DID THE SAME THING ALL DAY WITH MY BFFL IT WAS SOOOOOO MUCH FUN,120276373,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10861130159,2010-03-22,"ok is it rite if ur bf sends u a txt sayin ""i miss abbey"" (my bffl) uhm NO!",30769896,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10998631739,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/cpOMD1",99626909,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,10998716385,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/cF950h",61523021,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,10998801526,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/boW35I",126104574,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,10998806688,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/aSoAj8",44136743,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,10998818870,2010-03-24,Kelly told me that nicky dallas is bffl. I thought it meant black full figured lady. :(,17371512,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10998849265,2010-03-24,"Its my birthday @justinbieber, and as my present I wish he would follow my bffl @uhhlannuhh :) &lt;3",40964679,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10998914800,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/aeM7wY",91581588,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,10998974444,2010-03-24,@the1cb aww ok! Well I shall see u saturday!! But hopefully in passin soon. I miss u guys! Bffl no matter what tho (I sound like I'm 5),26307545,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,10999024745,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/cGpYYY",66747432,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,10999037458,2010-03-24,"I just took ""Justin Bieber at the Theme Park...the same say you are there and he 'accidently..."" and got: Bffl! Try it: http://bit.ly/9zSMCN",123711358,"""Best Friend For Life""; a very close lifelong friend",social,advertising_spam,false,Social review override: advertising_spam
BFFL,11584933400,2010-04-04,Is on Cousin's X-BOX Playing Fable. Loving Her BFFL Gemma XxxX,103625031,"""Best Friend For Life""; a very close lifelong friend",social,gaming,false,Social review override: gaming
BFFL,11586464089,2010-04-04,@xjaspercullenx -pokes- No biting bffl.,81765888,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,11586730064,2010-04-04,@xjaspercullenx -pokes- Not biting BFFL.,81765888,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,11586878308,2010-04-04,With Nicole. I'm hungray. (: pudding is my bffl. He's solo cuuutee!,70950577,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,11587043044,2010-04-04,"FINALLY hanged out with the bffl last night, dont know when im seeing her again! ♥ Happy Easter everyone! ♥",125731647,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,11587797152,2010-04-04,I love your storiesss :) ur my New bffl..haha can u guess who this is ..... (YouTube http://youtu.be/be_JwdbkyJw?a),96927464,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,11588047167,2010-04-04,@xjaspercullenx did you think I was human?? thats sad bffl ((if you did!!)),81765888,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
BFFL,11588241679,2010-04-04,((lolagge)) Heehee your like my bffl 600th awesome followa..like a bwroskii ((idk lol))@RenzCVolturi_,81765888,"""Best Friend For Life""; a very close lifelong friend",social,casual_conversation,false,
