word,id,date,text,author_id,term_meaning,term_category,usage_context,is_ironic,annotation_notes
money,9886286185,2010-03-02,"Check this video out -- ""Money Pile Up"" - Hustlanity Mobism Ent -  Maja Gutter, J Dubb, Shady Na... http://youtu.be/T5eNpEdiJV4",29176586,money; cash; wealth,money,music_discussion,false,Manual override -> music_discussion
money,9886288058,2010-03-02,@PsitsSarahhh haha its alright. its money and i can get off whenever i need to,87359049,money; cash; wealth,money,casual_conversation,false,
money,9886288179,2010-03-02,bbc to spend money on inspiring knowlege - hour long #QI ? because friday night TV is dreadful #axeRadio6,14444607,money; cash; wealth,money,commenting,false,
money,9886288492,2010-03-02,"@darknesspit @evievie Further proof that money can buy you a big house to call anything you like, but money can't buy you class.",6499922,money; cash; wealth,money,casual_conversation,false,
money,9886288685,2010-03-02,RT @fxsecrets_info2010Forex Trading Secrets: : Forex Trading - 4 Tips on How to Make Money Fast http://bit.ly/cZa6s2,91559726,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,9886288726,2010-03-02,&lt;b&gt;Money&lt;/b&gt; scammers target &lt;b&gt;online&lt;/b&gt; daters http://bit.ly/cRjz3b,86108508,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,9886289935,2010-03-02,Trying to save money? 15 foods you don't need to buy organic http://bit.ly/bgMDFS,34485941,money; cash; wealth,money,article_sharing,false,
money,9886290464,2010-03-02,How EA Plans To Squeeze More Money Out Of Madden Buyers - EA Sports - Kotaku http://bit.ly/cPIryH games,117854807,money; cash; wealth,money,gaming,false,Manual override -> gaming
money,9886290884,2010-03-02,@KrestKid_4 lmao I knw jk tho bc I'm sure sumbody gon spend all they lil money just for a few seconds of yalls time lol smh,27825144,money; cash; wealth,money,casual_conversation,true,"Irony audit: Contains 'jk tho', explicitly marking the money line as joking."
money,10159066326,2010-03-08,RT @DotSauce: Two Free WordPress Plugins Aim to Earn Your Blog More Money http://bit.ly/cDZY5W,14178648,money; cash; wealth,money,technology_discussion,false,Manual override -> technology_discussion
money,10159066873,2010-03-08,@TC_OffStrTeam lol ok...once i have money ill def go :) XD,60764166,money; cash; wealth,money,casual_conversation,false,
money,10159067300,2010-03-08,- most people spend money they dont have to buy things they dont need to impress people they dont like | #guilty,27508324,money; cash; wealth,money,commenting,false,
money,10159067390,2010-03-08,Watching I love money,43054558,money; cash; wealth,money,television_reference,false,Manual override -> television_reference
money,10159067495,2010-03-08,Money equals power. people love power,23576764,money; cash; wealth,money,commenting,false,
money,10159067765,2010-03-08,#nowplaying Get That Money by @liltunechi ILY WAYNE !,40099121,money; cash; wealth,money,music_discussion,false,Manual override -> music_discussion
money,10159067909,2010-03-08,Jason Shankey Mail Order - Money off GHD Guardian Conditioner  http://bit.ly/9WScFg,94556511,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10159067957,2010-03-08,@Voncia_Chanel I agree! That much money for something that is gonna eventually die,21541262,money; cash; wealth,money,casual_conversation,false,
money,10159068137,2010-03-08,"look at these awsome videos,i watched them and now i am making money with my twitter account bit.ly/3IbsU2",90747393,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10159068842,2010-03-08,I'm bout to make some major moves #money with #someoneonmytimeline!!!,21551842,money; cash; wealth,money,commenting,false,
money,10606170784,2010-03-17,"Targeting us to make money: The nuclear issue sells, especially when it relates to Pakistan, Iran, the Muslim Worl... http://bit.ly/bumz1b",18071933,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,10606170865,2010-03-17,O yes i love him lik... Penis.. Money... Shoes.!!! LMAO @tyralynn89 dem good ol' days!,79178057,money; cash; wealth,money,casual_conversation,false,
money,10606171932,2010-03-17,"Less Detergent Washes as Well, Saves You a Lot of Money [Cleaning] http://ff.im/hE9sh",96892925,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,10606171944,2010-03-17,Is your wallet on a diet or are you keeping your money somewhere else?,115696631,money; cash; wealth,money,commenting,false,
money,10606172071,2010-03-17,FOLLOW THE MONEY American Red Cross had raised approximately $369-million as of March 16. #Haiti,105930764,money; cash; wealth,money,news_reaction,false,Manual override -> news_reaction
money,10606172434,2010-03-17,I'm making money with my twitter account and so can you and it's so easy so what are you waiting forhttp://bit.ly/3NatDu,85862301,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10606172742,2010-03-17,You Can Just Watch My Follower List Grow Day By Day Knowing I'm Creating Money On Twitter Or You Can Do It Too! http://bit.ly/bMGvxW,111660519,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10606173061,2010-03-17,u claim u get money but u cant pay ya phone bill thats y ya phone been off fa how long? yea  nigga think we aint know,34721917,money; cash; wealth,money,commenting,false,
money,10606173498,2010-03-17,Cell Phone Cash Learn How To Make Money With Your Cell Phone! http://bit.ly/bGWHWR,96514015,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10606174069,2010-03-17,http://bit.ly/cEHEiP  Can I run on a demo account before I risk my own money?,115885737,money; cash; wealth,money,technology_discussion,false,Manual override -> technology_discussion
money,10653178093,2010-03-18,I wish theoatmeal.com would sell t-shirts. It's the only site so awesome I want to spend money supporting it.,740213,money; cash; wealth,money,commenting,false,
money,10653178802,2010-03-18,@MissWalker2010 I got other things to do with my money no offense,24967332,money; cash; wealth,money,casual_conversation,false,
money,10653179519,2010-03-18,"Learning How to Download Xbox360 Games Can Save You a Great Deal of Time and Money: 
While the Wii is the current... http://bit.ly/dbYRMb",120153621,money; cash; wealth,money,gaming,false,Manual override -> gaming
money,10653180198,2010-03-18,Saw VII: .. if it makes money your grandchildren will be watching Saw 50 by the time you're dead http://bit.ly/dwIV5p | -_-',8922332,money; cash; wealth,money,commenting,false,Manual override -> commenting
money,10653180280,2010-03-18,hahah @rikerR5 alright! ahah when i get some more money haha for suree!,91732168,money; cash; wealth,money,casual_conversation,false,
money,10653180315,2010-03-18,@hotcouponmama I wish! Gotta make money!,14256866,money; cash; wealth,money,casual_conversation,false,
money,10653181172,2010-03-18,Learn Italian - Money: Please visit speakado for Translation and Transcription of this phrase and other phrases in... http://bit.ly/bRSSc9,90785924,money; cash; wealth,money,technology_discussion,false,Manual override -> technology_discussion
money,10653181476,2010-03-18,#youaintforme iif youh dnt even qot enouqh money to buy me food,40157244,money; cash; wealth,money,commenting,false,
money,10653181653,2010-03-18,Check us out this Saturday when we discuss Flexible Spending accounts and how to make this money work for you!... http://bit.ly/avWvvE,68283955,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10653181696,2010-03-18,See How These Videos Generate Money Online. http://bit.ly/J8vku,48954023,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10711216177,2010-03-19,"Money or relationships, what is more important for you? - http://bit.ly/NLYcx - Money is more important to you #funquizcards",99063613,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10711216948,2010-03-19,Make Money For Life Giving Away Free Software From: Ed Zivkovic How To Make Money Giving Away Free Sof... http://bit.ly/9HKEF0 extra income,57475941,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10711217469,2010-03-19,"I will take you through these various methods of how to utilize the internet to make money, with steps... http://bit.ly/cHJ7j2 extra income",57475941,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10711217809,2010-03-19,"RT @DalaiLama: With money you can't buy wisdom, you can't buy inner peace. Wisdom and inner peace must be created by yourself.",101218060,money; cash; wealth,money,casual_conversation,false,
money,10711217822,2010-03-19,Ya Buggin RT @1Flawl3ssBytch: RT @SmooveGiirl_Nae: && all of this money&fame could never amount to every morning when i seen your face,36263572,money; cash; wealth,money,casual_conversation,false,
money,10711218596,2010-03-19,Men are so dumb havin a convo with dis grown ass men tell me he can upgrade me...money is all u can offer and what else again?,25896699,money; cash; wealth,money,commenting,false,
money,10711219207,2010-03-19,People Will Never Respect You Unless You Have Money.. Fuck That Concept.. Respect Should Be Off Brakes..,30901799,money; cash; wealth,money,commenting,false,
money,10743566800,2010-03-19,Watching Sport Relief and feeling soo happy that ive given money too such a great cause EVERYONE GIVE MONEY !,31847795,money; cash; wealth,money,commenting,false,Manual override -> commenting
money,10743567112,2010-03-19,"#nowplaying gooder - young money ""like pain,wayne and mack maine I got money bitch"" :) (not really though)",24346124,money; cash; wealth,money,music_discussion,false,Manual override -> music_discussion
money,10743567351,2010-03-19,"Instant Book Writing Kit.: How To Write, Publish and Market Your Own Money-Making Book (or eBook) Online. http://url4.eu/1sEPj",120081322,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10743567401,2010-03-19,Free money? http://bit.ly/bZSoXz,115456813,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10743567911,2010-03-19,What is Adjustment Interval? - Glossary of Mortgage Terms | Money Medicine http://shar.es/mf02K @moneymed #mortgage #home,100191650,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,10743568634,2010-03-19,"Homepride just reviewed Arcadia: Home Pride Chem Dry Carpet Clea - Good - Like the very best that money can buy, I - http://bit.ly/dA4SNo",20165094,money; cash; wealth,money,article_sharing,false,
money,10743568834,2010-03-19,"I'm running the #londonmarathon raising money 4 Sethani, working to relieve poverty in KwaZulu Natal. www.virginmoneygiving.com/HelenFuller",15278652,money; cash; wealth,money,self_description,false,Manual override -> self_description
money,10743569382,2010-03-19,PRETTY KOOL TO BAD YOU HAVE TO PAY. that means we can review it till i make money off the site so not for a while soz,122733277,money; cash; wealth,money,commenting,false,
money,10743569520,2010-03-19,Animal Crossing City Folk MAKE LOTS OF MONEY!! - http://tinyurl.com/yk79m2e,103853347,money; cash; wealth,money,gaming,false,Manual override -> gaming
money,10743569961,2010-03-19,"@HerreZ haha true,en de beancounters geven geen krimp! Money is money",31495394,money; cash; wealth,money,casual_conversation,false,
money,10750810648,2010-03-20,"""if money grow on trees im tryna find shade"" - @liltunechi",99588311,money; cash; wealth,money,music_discussion,false,Manual override -> music_discussion
money,10750810681,2010-03-20,RT @MrUrbane: @Roc_Boy21 Stop complaining! You making that money. U are about to be back in full effecct!&lt;&lt;&lt; U right cause im about to leave,34806730,money; cash; wealth,money,casual_conversation,false,
money,10750811780,2010-03-20,Heading back home still no sleep but still have 2 get these money straight 2 Tropicana!!!!,30016972,money; cash; wealth,money,commenting,false,
money,10750811993,2010-03-20,Yes I make money I'm a paper machine!!... Now Ryann why you drive so fast? Bc I'm chasin' tha dream! (@ Home) http://4sq.com/aF6yyc,94930888,money; cash; wealth,money,article_sharing,false,
money,10750813167,2010-03-20,@LittleCupcake19 probably if I can find some money!!,107728292,money; cash; wealth,money,casual_conversation,false,
money,10750813650,2010-03-20,Show me the money :) come win a date with me and the rest of the sexiest staff in greenville!!! 1030 at rehab lounge,61613192,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,10750814604,2010-03-20,Hedge fund-like mutual funds bid for your money http://bit.ly/bjhGrB,107547197,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,10750815156,2010-03-20,RT @ModelType67: Wacka Flocka and Gucci Mane need to just stop rappin #yeaisaidit&lt;~ gucci hard lol.... I'm all about ma fuxin money....,40830403,money; cash; wealth,money,casual_conversation,false,
money,10750816991,2010-03-20,#Shoutout to my niggas gettn money...,79902186,money; cash; wealth,money,commenting,false,
money,10750817098,2010-03-20,Me: Dad I'm home next week Dad: Cool Me: I need money Dad: Ends Call LMAO,71137947,money; cash; wealth,money,commenting,false,
money,11215504964,2010-03-28,USA Today Business: What should investors do in today's market? http://bit.ly/bXoXX7 #Business #Money,116977787,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,11215506062,2010-03-28,My Money make Money My Bitches keep Bitches,108874158,money; cash; wealth,money,commenting,false,
money,11215506392,2010-03-28,If you make money online its not like a job at all.,70710533,money; cash; wealth,money,commenting,false,
money,11215506685,2010-03-28,USA Today Business: 'Devil's Casino' book review: Betrayal at Lehman Bros. http://bit.ly/989upE #Business #Money,116977787,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,11215507131,2010-03-28,#IKnewItWasLove when I wanted to move to NY and he got the money together so we could go 2 days later...,40043474,money; cash; wealth,money,commenting,false,
money,11215507418,2010-03-28,USA Today Business: Answers about how Obama's mortgage aid plan works http://bit.ly/d3R4tb #Business #Money,116977787,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,11215508014,2010-03-28,Can You Really Make Any Money Working From Home? http://ezinearticles.com/?Can-You-Really-Make-Any-Money-Working-From-Home?,18908448,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,11215508133,2010-03-28,"I HATE WHEN NIGGAS SAY TALK IS CHEAP, CAUSE IM DA TYPE TO LET MONEY TALK FOR ME",64789293,money; cash; wealth,money,commenting,false,
money,11215508402,2010-03-28,USA Today Business: Expanded mortgage aid should cut foreclosures http://bit.ly/bo4vlS #Business #Money,116977787,money; cash; wealth,money,article_sharing,false,Manual override -> article_sharing
money,11215509096,2010-03-28,"RT @Olitachita: If women didn't exist, all the money in the world would have no meaning.--+-- There would be no men or women in the world...",42322983,money; cash; wealth,money,casual_conversation,false,
money,11252973879,2010-03-29,#imFromTeam I got money 2 blow,61654125,money; cash; wealth,money,commenting,false,
money,11252974025,2010-03-29,#imfromteam get money,27932086,money; cash; wealth,money,commenting,false,
money,11252974434,2010-03-29,Fuck niggas get money? Coach must have u on the bench! RT @Beautyfullbliss: #imfromteam FNGM,110847326,money; cash; wealth,money,casual_conversation,false,
money,11252976122,2010-03-29,Pesach shopping shock: If anyone ever doubted that you could seriously save money by having 90% of your die... http://bit.ly/c7GaK6 Aliyah!,111128893,money; cash; wealth,money,food_related,false,Manual override -> food_related
money,11252976977,2010-03-29,"Q:where is my mind? A:on your money, and your money's on your mind. http://formspring.me/tyefighter/q/369691417",20311757,money; cash; wealth,money,article_sharing,false,
money,11252977510,2010-03-29,RT @Lala_Got_It #imfromteam Money ova Everything!!! &lt;oo me too,49570972,money; cash; wealth,money,casual_conversation,false,
money,11252978155,2010-03-29,"im going to have to spend mad money next time i go to the grocery store. trying to cook some different things, but we'll see how it goes.",23016893,money; cash; wealth,money,commenting,false,
money,11252978507,2010-03-29,I have had my laptop completely fixed.  Now it's working better than ever.  It was worth paying money for.,96595158,money; cash; wealth,money,commenting,false,
money,11252979229,2010-03-29,Paying all my bills today...I HATE paying bills :( LOL! But I have to thank God that I have the money to pay them tho.,111361608,money; cash; wealth,money,commenting,false,
money,11252979361,2010-03-29,@VizTopTips save money on cat flaps by getting an extra set of keys cut. Cats are renowned locksmiths.,84968098,money; cash; wealth,money,casual_conversation,false,
money,12909950798,2010-04-26,"Recession proof your income, make money on line, create your own business, follow Betty2638 on Twitter for more info.",48457790,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,12909950885,2010-04-26,The Best Place to Earn Money - Internet: : http://makemoneyonline-rehmath.blogspot.com,136239388,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,12909951010,2010-04-26,james floyd is in this as an affiliate. This has an make money online forum. http://ihid.us?i=lar,18826277,money; cash; wealth,money,advertising_spam,false,Manual override -> advertising_spam
money,12909951332,2010-04-26,"Major money exerts irresistible pressure, so much so that when one loophole is closed, another up-to-then potential space must become real.",22153,money; cash; wealth,money,commenting,false,
money,12909951541,2010-04-26,Ppl will spend their money on pretty much anything... What a society,19477386,money; cash; wealth,money,commenting,false,
money,12909952158,2010-04-26,Facial Cream | Reasons Behind The Formation Of Face Wrinkles (http://facial.body-money.com/?p=1447),120111754,money; cash; wealth,money,article_sharing,false,
money,12909952423,2010-04-26,"Outrageous, awards being held in The Kingdom Abu Dabhi, screw them. screw the
stars who attended that function it is all about money!",25068359,money; cash; wealth,money,commenting,false,
money,12909952562,2010-04-26,oh yes! teen cribs is on. the kids on here are jus ugly kids with a shit load of money. instead of buying dumbshit buy a cute face !,78400527,money; cash; wealth,money,commenting,false,
money,12909953708,2010-04-26,"RT @DaPrinceMintz: RT @GreatScottinc: So many people mistake sex for love, money for brains, and Twitter for reality.",30127444,money; cash; wealth,money,casual_conversation,false,
money,12909953936,2010-04-26,Hahahahaha RT @ihatequotes: Whoever said that money doesn't buy happiness didn't know where to shop. -Gossip Girl,38003991,money; cash; wealth,money,casual_conversation,false,
money,13255791441,2010-05-02,needs a job. i have money but thats not for spending. i need a job man.,109472144,money; cash; wealth,money,commenting,false,
money,13255791606,2010-05-02,RT @imbunnybitch: RT if your single  and about ur money,89619577,money; cash; wealth,money,casual_conversation,false,
money,13255792239,2010-05-02,I’ll Pay Money Back - Twumasi Appiah .... http://bit.ly/9kVPX8,66927021,money; cash; wealth,money,article_sharing,false,
money,13255793155,2010-05-02,Simple steps which will take you 15 minutes a day and generate huge money with your blog http://bit.ly/9UxlLO,110960645,money; cash; wealth,money,article_sharing,false,
money,13255793965,2010-05-02,"Think about it, are lead companies really helping you or bilking you of money? http://bit.ly/9BJLb5",110909020,money; cash; wealth,money,article_sharing,false,
money,13255795043,2010-05-02,Want To Make Some Extra Money Online? Check out these free videos and see how. http://bit.ly/auR1fe,110825688,money; cash; wealth,money,article_sharing,false,
money,13255795543,2010-05-02,MLM Is Dead Aren't You Tired Of Losing Money With Your MLM? I Was And Then I Saw This.!! http://bit.ly/7sVLos,84477193,money; cash; wealth,money,article_sharing,false,
money,13255795780,2010-05-02,"RT @_K_Money_: Instead of trying to be better than the next person, better yourself.. Better yourself=staying in (cont) http://tl.gd/14c0sr",30749551,money; cash; wealth,money,article_sharing,false,
money,13255796693,2010-05-02,Do you think there's a limit to how much money people should make?? See http://bit.ly/2muchmoney,117556222,money; cash; wealth,money,article_sharing,false,
money,13255796924,2010-05-02,@bAMxbAM830 Damn! So where da money at?,61860113,money; cash; wealth,money,casual_conversation,false,
money,13447350865,2010-05-05,Book Giveaway #8: Your Money Ratios: 8 Simple Tools for Financial ... http://bit.ly/cedh5B,89075336,money; cash; wealth,money,article_sharing,false,
money,13447351189,2010-05-05,"RT @JAIMARIE_87: Now that's the #Jeezy I like! Ion chase no broad, I chase money & vodka! &lt;&lt; Yezzirr!",27987828,money; cash; wealth,money,casual_conversation,false,
money,13447351260,2010-05-05,RT @XtraLargePtyLTD: I love money! Lots of it #aboutme,41611962,money; cash; wealth,money,casual_conversation,false,
money,13447351474,2010-05-05,Home Upgrading Publications: Worthy of your money? | Triple Crown ... http://bit.ly/9IFCvs,89075336,money; cash; wealth,money,article_sharing,false,
money,13447352138,2010-05-05,"money can't buy you 4th place, spurs abu",46169526,money; cash; wealth,money,commenting,false,
money,13447354000,2010-05-05,Why pay retail price on Brutal Legend Game Accessories Auctioned for less money in eBay. Order here. http://bit.ly/dvHRUz,125429388,money; cash; wealth,money,article_sharing,false,
